label,text,text_length
0.0,"rose for red,red for blood,blood for heart,heart for u. but u for me.... send tis to all ur friends.. including me.. if u like me.. if u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",281
0.0,yes. please leave at  &lt;#&gt; . so that at  &lt;#&gt;  we can leave,69
0.0,"bloody hell, cant believe you forgot my surname mr . ill give u a clue, its spanish and begins with m...",105
1.0,congrats! nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx,157
1.0,viagra is the # 1 med to struggle with mens ' erectile dysfunction .  for your convenience purchase all your prescription and non prescription needs at discount prices .  frustration is one of the greatest things in art ; satisfaction is nothing .  every marriage is happy . its the living together afterward that ' s the challenge .  laughing deeply is living deeply .,369
1.0,ever thought about living a good life with a perfect partner? just txt back name and age to join the mobile community. (100p/sms),129
0.0,do you know where my lab goggles went,37
0.0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. and tomorrow will be the best day of your life. dont break this chain. if you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",327
0.0,one small prestige problem now.,31
1.0,"returned mail : see transcript for details  the original message was received at tue , 19 jul 2005 12 : 59 : 14 + 0200  from chelloo 81018216102 . chello . pl [ 81 . 18 . 216 . 102 ]  - - - - - the following addresses had permanent fatal errors - - - - -  ( reason : insufficient permission )  - - - - - transcript of session follows - - - - -  maildrop : maildir over quota .  550 5 . 0 . 0 . . . insufficient permission",421
1.0,"1000 full color brochures 335  the tsa design products & ideas expo show is just around the corner and if you are going to be an exhibitor you will need something to hand out to your prospective customers . wiley printing wants to help you do that by offering great prices on quality print collateral . here are a few examples :  1 , 000 business cards for $ 55 - full color , uv coated with 14 pt . paper stock  1 , 000 postcards for $ 150 - full color , uv coated with 14 pt . paper stock  1 , 000 brochures for $ 335 - full color , two sided 100 # gloss text  if you are interested in any of these offers or if you are looking for something a little different please contact us through one of the methods below .  wiley print  4650 cole ave # 105  dallas , tx 75205  214 . 443 . 0908 phone  214 . 443 . 0308 fax  info @ wileyprint . com  note : this is the first and last time wiley print will ever send you an email . however , if you would like to opt out please reply to this email with remove me in the subject line .",1024
0.0,never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... always remember a stupid friend is here to share... bslvyl,159
1.0,"a heartwarmer : just imagine  ~ welcome to heartwarmers ~  http : / / www . heartwarmers . com  the best thing to happen to mornings since the sun !  your morning thought for the day :  retirement at 65 is ridiculous .  when i was 65 i still had pimples .  - - george burns  it ' s summer vacation time and parents will soon be hearing from  their kids that they ' re bored .  one of the biggest regrets we hear from the older generation , is  that kids lack the playful imagination that was common a generation  or two ago .  back in the "" olden days "" , kids knew how to entertain themselves  with surprisingly little . there was no such thing as playstation .  kids ran outside to play kick - the - can in a game that was shockingly  not organized by adults . they actually did it themselves .  today , mike shares some thoughts about kids and modern  imagination - - or lack thereof . . .  what do you think ?  support our sponsors  they keep our service priceless .  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  hundreds of our readers are saving a small fortune . . .  heartwarmer , petwarmer and kidwarmer subscribers are discovering the  tremendous benefits of using tel 3 advantage to make long distance and  international calls - - some saving 90 % ! get started now by calling :  800 - 330 - 6897 . when asked for your "" activation code "" say : 311 - 673 .  or you can click here to get complete details and sign up online :  http : / / www . pocketwarmers . com / c  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  get free software for your computer  hundreds of titles to choose from . you only pay postage .  in fact , order 4 disks and get free postage for the 5 th .  http : / / www . pocketwarmers . com / d  just imagine  by michael t . smith  when i married ginny , i gained a new son , daughter and four  grandsons . i became an instant grandpa .  over the july 4 th holiday , i got to meet my new daughter and her  three boys for the first time . it took a day for my new grandsons to  warm up to me .  the first day they stared at me , perhaps wondering what they  were supposed to do with this man , who they were told is "" grandpa . ""  i waited patiently . i knew boys like to play . they ' d come to me in  their own time .  on day two , the oldest two were doing summersaults over my lap .  the youngest , ben , took a little longer , but yesterday he raced me  across the yard thirty times and won every time .  the weekend brought back memories of my own childhood . we had  such imaginations . in our minds , a tree was a tower to spot  approaching bad guys , a big rock became a mountain , a fallen log a  space ship headed to the stars . we had toys , but we had to use our  imagination , not like the new toys i see my grandkids with .  our toys didn ' t talk , and if they did , you pulled a string to  make it work . we had blocks to build , crayons to create , trucks and  cars to push . they were simple toys that required imagination . i  thought about the toys in my garage , the ones i saved , when my  children outgrew them . they were simple and needed their imagination  to work . mr . potato head allowed them to learn parts of the body and  giggle at the funny face with an ear where its mouth should have been .  i still have an old plastic phone . it has a dial to turn , a  bell that rings when you push a button , and that ' s it . it doesn ' t  talk , squawk , beep or move around the room . it ' s simple and was used  when they played house , nurse , doctor , and secretary .  i have a toy doctor ' s bag , with all the plastic doctor ' s tools .  i remember all the broken bones , cuts , bangs , scratches and aches my  daughter repaired as i lay in her office moaning .  most toys today do it all . we don ' t need imagination - - it  comes in a box . video games that take us into another world or  reality , talking toys , with vocabularies better than most people ,  computerized toys to teach the alphabet . kids sit and have  imagination brought to them . the teaching toys are great , but  children tire of them - - it ' s like being in school .  when my son was young and tired of his toys , he would come to me  and say , "" dad , i ' m bored . ""  "" go find something to do , "" i ' d reply .  "" i don ' t know what to do . ""  "" go outside and find a friend . ""  "" naaa ! i don ' t want to do that . ""  "" use your imagination . ""  "" huh ? "" he asked .  "" well , when i was young . . . "" you know the routine .  sports is the same . we ' re entertained for hours watching  someone else have fun doing what they ' re good at . wouldn ' t it be  better to be playing yourself ? if we don ' t like the sports available  to watch , we create new ones . it doesn ' t matter what , people will  pay to see it , because they need to be entertained . i haven ' t heard  of world championship worm digging , but if someone offered a large  cash price , people would buy tickets to scream at the contestants .  i worry . are we becoming a society that needs outside influence  to have fun ?  i think i ' ll go climb a tree .  maybe there ' s a pirate ship on the horizon or someone is  attacking my castle .  just imagine .  - - michael t . smith  michael lives in new jersey with his new wife and son .  from our mailbag :  ( in response to last week ' s story , cinderella men )  dear heartwarmers :  last week ' s heartwarming story opened a door to memory lane . i  too , was born in the 30 s and felt some of the poverty of that time .  i remember my mom and dad who never complained of the fatigue that  was so ever present in their lives . we were very fortunate in as  much as we always had plenty of food and warm shelter . we had a  garden and salvaged every edible product available - - even certain  "" weeds "" that were quite tasty after mother got all the spices in  them . i had several beautiful dresses made from feed sacks that i  wore with pride ! we were very poor , but so rich indeed because we  had love and the knowledge that god was upper most in our lives , and  it taught us lessons that had never been printed in the books . i  deeply appreciate those lessons of long ago because they have taught  me how to handle the tough times we have encountered in this life of  prosperity and promise . thank you again for your lovely story . god  bless .  - -  do you enjoy heartwarmers ? maybe your friends would too . they can  join for free by sending an email to : join @ heartwarmers . com  thank you , heartwarmer angels !  a big heartfelt thank you to our heartwarmer angels .  joan kiefner , el dorado hills , california  jerry plantz , lees summit , missouri  ila george , schertz , texas  ronald & shirley tansill , atlanta , georgia  don goldschen , springfield , virginia  chip robinson , cambridge , massachusetts  kathleen altemus , avonmore , pennsylvania  keith & kay hill , camarillo , california  phyllis reasoner , adrian , michigan  bernadine brooks , winters , california  david moneyhon , spring , texas  albert blight , windsor , ontario  linda king , portland , oregon  judy hord , phoenix , arizona  sally bible , lake oswego , oregon  pam peyron , vale , oregon  rayna peyron , la grande , oregon  judith hurley , vail , arizona  catherine waygood , east hampton , new york  ethel halpin , ridge new york  lizbeth crews , mcallen , texas  julie casos , west jordan , utah  shirley johnson , ft . oglethorpe , georgia  david johnson , caseyville , illinois  elaine olson , santa fe , new mexico  sue mullennix , ft . wayne , indiana  deborah shearer , dundalk , maryland  twila escalante , grand cayman  lois scott , sandpoint , idaho  nancy wolf , bay shore , new york  frances arellano , roland , iowa  arlene millman , huntington , new york  nancy eckerson , akron , new york  david price , tempe , arizona  marilyn myers , anderson , indiana  linda barfield , mccoll , south carolina  vickie kellogg , durham , north carolina  vicki arcado , sandy , utah  charles & victoria trenkle , palm desert , ca  cheri nicodemus , baltimore , maryland  debra cole , balko , oklahoma  karl schmidt , pitt meadows , british columbia  lisa marie coffey , oak park , california  jean carlson , jamestown , north dakota  nannette gaylord , new bern , north carolina  jeanne escher - pickel , irving , texas  lorena copeland , greensboro , north carolina  leta sousa , montgomery , alabama  al batt , hartland , minnesota  beverly salemme , randolph , massachusetts  barbara wolf , greeley , colorado  joyce courson , perryton , texas  david johnson , caseybille , illinois  donna diciaccio , lynn , massachusetts  nancee donovan , concord , new hampshire  marilyn myers , anderson , indiana  ann berger , colville , washington  kathleen doldan , grand island , new york  daria takach , garfield , new jersey  terri goggin , havertown , pennsylvania  suzanne shuster , south riding , virginia  dick & doris miller , central point , oregon  david johnson , caseyville , illinois  rosemary blackman , tulare , california  mary munarin , scottsdale , arizona  tabitha jones , middlesboro , kentucky  barbara lincks , gardena , california  mary horbal , shelton , connecticut  leo perry , st . paul , minnesota  you can become an "" angel "" member with your contribution of $ 25  or more . your name will be proudly listed when you join . help our  efforts to spread positive and uplifting messages around the planet .  send to : heartwarmers , po box 527 , lewiston , ny 14092 . be sure to  include your name and town .  if you know someone who is seeking help - - for anything , including  anger , smoking , bad habits , lack of motivation , etc - - let them know  they can begin taking control of their lives today . have them check  this website out : http : / / www . hypnosisdownloads . com / ? 739  we put spaces before and after the @ sign in the email addresses to  prevent worms , viruses , and robots from harvesting them . if you  would like to correspond , just remove the spaces .  changing your email address soon ? if you are going to change your  email address and want to continue receiving your heartwarmers , be  sure to let us know . it ' s easy to change . send a blank email from  your old email address to : remove @ heartwarmers . com then , send an  email from your new email address to : join @ heartwarmers . com  grace says : when diane ' s 2 - year - old grandson oggie arrived , she  picked him up for a hug . "" mmm , "" diane said , "" you smell good . what  smells so good ? "" oggie replied , "" screen saver . "" ( he meant  sunscreen ! )  you can get kidwarmers for free by sending an email to : join @ kidwarmers . com  to join ( it ' s free ! ) , send an email to :  join @ heartwarmers . com  to discontinue , send an email to :  remove @ heartwarmers . com  homepage , ad info and archives :  http : / / www . heartwarmers . com  your own free heartwarmers webpage :  http : / / www . heartwarmers . com / freepage /  directory of members ' webpages :  http : / / www . heartwarmers 4 u . com / members /  70 percent off new inkjet cartridges  http : / / www . heartwarmers 4 u . com / b  note : nothing here may be reproduced or published in  any way without the express permission of the  individual authors and / or copyright owners .  to unsubscribe , click on the following web page .  your membership is listed as : projecthoneypot @ projecthoneypot . org",11352
0.0,"sorry, i'll call later in meeting.",34
1.0,"prime lenders application status  we tried to contact you last week about refinancing your home at a lower rate .  i would like to inform you know that you have been pre - approved .  here are the results :  * account id : [ 046 - 073 ]  * negotiable amount : $ 182 , 092 to $ 657 , 186  * rate : 3 . 30 % - 5 . 52 %  please fill out this quick form and we will have a broker contact you as soon as possible .  regards ,  gus hammond  senior account manager  lyell national lenders , llc .  database deletion :  www . lend - bloxz . com / r . php",547
0.0,oh yes i can speak txt 2 u no! hmm. did u get  email?,53
0.0,did u fix the teeth?if not do it asap.ok take care.,51
0.0,ok. me watching tv too.,23
1.0,"stock 2 watch  pop 3 media corp ( popt )  a company which has positioned itself in the gap between the major  media conglomerates and the universe of independent music , film , publishing  and technology companies .  current price : 0 . 022  will it continue higher ? watch this one wednesday as we know many of you  like momentum .  breaking news ! !  pop 3 media corp . ( popt ) and roxxy corporation announced that the  companies have entered into a letter of intent whereby roxxy corporation will  acquire a 66 % interest in pop 3 ' s wholly owned subsidiary , viastar  distribution group , inc . "" vdg , "" forming a revolutionary new music company ,  controversial entertainment corporation . the transaction , consisting of  stock and cash , when completed , will provide pop 3 ' s shareholders with a  33 % stake in the new company .  roxxy ' s management will operate the company from headquarters in los  angeles and will change its corporate name to controversial entertainment  corporation in the coming weeks . the companies intend to complete and  execute the definitive agreement by july 8 th , 2005 , and seek shareholder  approval immediately thereafter .  pop 3 ' s ceo , john d . aquilino , stated , "" this alliance will allow pop 3 to  achieve its strategic vision of creating a new paradigm in the music  industry . one that is focused on supporting the artist and the music they  create while embracing emerging technologies and giving consumers  access to a variety of artists through a variety of media . ""  roxxy ' s management team combines highly experienced industry executives  drawn from the major labels and also includes a staff of in - house  producers who are among the most influential talents in the music industry  today .  "" it is roxxy ' s vision to seize the opportunities afforded by the major  labels ' lack of commitment to their artists and customers ; labels that  cast aside established artists who can no longer generate multi - million  selling recordings , but who consistently release albums which sell  hundreds of thousands of records to a large and loyal fan base ; artists  that can easily generate revenues between $ 1 and $ 5 million per title , ""  stated john shebanow , roxxy ' s ceo .  "" additionally , the acquisition of vdg will provide us with the ability  to distribute our own product directly to retail to over 22 , 000 retail  location in north america , effectively doubling the company ' s net  profit margins and allowing the increased revenue to pass on to our  artists . ""  mr . shebanow concluded , "" while there are smaller labels that do provide  a home for these acts , they lack either the will or financial resources  to commit to the kind of budgets which producers of the caliber we have  on staff require . and no company has the unique combination of great  producers , in - house distribution and dedication to the artist and the  customer that controversial entertainment will possess . ""  about pop 3 media corp :  pop 3 media corp . is engaged in development , production and distribution  of entertainment - related media for film , television , music and  publishing interests . the company ' s portfolio currently includes ownership of  viastar distribution group , a . v . o . studios , moving pictures  international , viastar records , quadra records , light of the spirit records , and  viastar classical , viastar artist management group and masterdisk  corporation .  conclusion :  the examples above show the awesome , earning potential of little known  companies that explode onto investor ' s radar screens ; many of you are  already familiar with this . is popt poised and positioned to do that for  you ? then you may feel the time has come to act . . . and please watch  this one trade wednesday ! go popt .  penny stocks are considered highly speculative and may be unsuitable  for all but very aggressive investors . this profile is not in any way  affiliated with the featured company . we were compensated 3000 dollars  to distribute this report . this report is for entertainment and  advertising purposes only and should not be used as investment advice .  if you wish to stop future mai - lin * gs , or if you feel you have been  wrongfully placed in our membership , send a blank e mail with no thanks in  the sub ject to no _ morenewsletters 2 @ yahoo . com",4365
0.0,ok. so april. cant wait,23
0.0,those were my exact intentions,30
1.0,"new medz  how t cornel o save on your medlcations over 70 % .  pharmsho enginehouse p - successfull and proven way to save vulnerary your mo homogeneous ney .  vaccination v  a heliograph g  a sullen l  l stationary u  disparate l  r casuistical a reservoir cl  i evacuate sva acclivity l  pearlbarley m  andmanyother .  best prlces neighbouring .  world cockadoodledoo wide shlpplng .  easy order fo tentative rm .  total confidentiaiity peaceloving .  250 , 000 satisfied selfoffence customers .  order today and carrier save !",529
0.0,nooooooo i'm gonna be bored to death all day. cable and internet outage.,72
0.0,"haha, that was the first person i was gonna ask",47
0.0,"re : houston visit  thank you very much for your prompt reply . pls let me know if you ' re going  to be in ny , otherwise i look forward to seeing you soon in houston .  soussan  ( 914 ) 253 - 4187  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]  sent : tuesday , april 25 , 2000 11 : 23 am  to : faizs @ texaco . com  subject : re : houston visit  soussan ,  it looks fine .  look forward to meeting you again in houston or new york .  vince  "" faiz , soussan "" on 04 / 25 / 2000 09 : 29 : 34 am  to : "" ' vince . j . kaminski @ enron . com ' ""  cc :  subject : re : houston visit  dear vince ,  firstly , i really appreciate your time and our meeting last week . learning  about enron ' s use of leading - edge practices was quite enlightening and i  truly benefited from our visit .  secondly , i ' ve summarized my key "" take - aways "" as stated below . before  conveying it to my management , however , i really appreciate it if you can  pls review my conclusions and ensure that they are not miss - stated .  again , thanks so much for your time and wisdom . i was also honored that  you  gave me a copy of the "" managing energy price risk "" book and shall reference  it with interest . thank you .  i really look forward to seeing you again next time i ' m in houston .  best regards ,  soussan  ( 914 ) 253 - 4187  ps . the latest fortune article on ene is a great read and substantiates  the  company ' s innovative and creative approach to business .  - - - - - -  as you may know , i was invited to visit with enron ( ene ) last week . i met  with vince kaminski , the vp and head of research in the risk management  group of ene . vince who used to be with salomon brothers and at & t is the  "" brain "" of ene w . r . t . their analytical tools for pricing of commodities ,  hedging , optimization of financial and physical transactions , as well as  the  value - at - risk systems . in addition , vince has received the 1999 james h .  mcgraw award for energy risk management ( energy risk manager of the year )  and is well published . he is the key contributor to a best - selling  publication by risk books entitled : managing energy price risk .  our meeting was mainly focused on gaining additional insights re  leading - edge practices within ene . my key findings are summarized below :  1 . ene does not use corporate price premises . they use market price info  only and adhere to mark - to - market accounting .  2 . ene uses the "" heath , jarrow , and morton "" methods for modeling price  dynamics ( i ' ve asked bic for a copy of the associated paper ) . they have  their own "" home - grown "" software , however , they periodically review selected  external developments for internal inclusion and advancement .  3 . vince ' s group comprises of mathematicians , physicists , and operations  researchers who are responsible for the development and advancement of  ene ' s  risk management tools . these models are religiously used by the traders ,  risk managers , and bus across ene .  4 . investment proposals are screened , risked , and "" roved "" by a separate  corporate group ( similar to our special studies and with business and real  options skills ) who work in conjunction with the bus . all evaluations and  transactions are marked - to - market .  5 . ene does not use efficient - frontier portfolio concepts . they "" vc fund ""  any opportunity that has a credible value proposition and can stand on its  own . they believe that with the current plentiful liquidity in the market ,  project - financing in not an issue for a "" good "" opportunity . however , they  closely monitor the development of each opportunity , within their deep  portfolio , at the corporate level and know how to "" fail fast "" .  6 . the employee reward system is based on p & ls as well as the creation of  new business .  7 . most employees have stock options .  i really enjoyed my visit and hope to meet with vince again the next time  i ' m in houston .",4052
0.0,"wishing you and your family merry \x\"" mas and happy new year in advance..""",75
0.0,k come to nordstrom when you're done,36
1.0,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705,155
1.0,you have 1 new message. please call 08712400200.,48
0.0,"consulting project  dear vince :  i have now spent 16 hours on the valuation project and wanted to touch  base with you to make sure that the basic approach makes sense and that you  think we are making an appropriate amount of progress . my invoice is  attached .  by the way , john martin just mentioned that you have agreed to be our  luncheon speaker at the texas finance festival . i really appreciate your  help on this and would like to schedule some time next week to talk about  it in more detail .  i look forward to hearing from you .  regards ,  sheridan  - invoice for february and march 2001 . doc  sheridan titman  department of finance  college of business administration  university of texas  austin , texas 78712 - 1179  512 - 232 - 2787 ( phone )  512 - 471 - 5073 ( fax )  titman @ mail . utexas . edu",821
1.0,u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out reply reveal stop. 1.50 per msg recd. cust care 07821230901,147
1.0,"you want to submit your website to search engines but do not know how to do it ?  submitting your website in search engines may increase  your online sales dramatically .  if you invested time and money into your website , you  simply must submit your website  online otherwise it wiil be invisibie virtuaiiy , which means efforts spent in vain .  if you want  people to know about your website and boost your revenues , the oniy way to do  that is to  make your site visible in places  where peopie search for information , i . e .  submit your  website in multiple search engines .  submit your website online  and watch visitors stream to your e - business .  best reqards ,  myrlburns _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",925
0.0,"men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. but the law allows only one wife....",125
0.0,apart from the one i told you about yesterday?,46
0.0,ìï mean it's confirmed... i tot they juz say oni... ok then...,63
1.0,claim a free $ 25 kmart ( r ) gift card !  you are receiving this mailing because you are a  member of sendgreatoffers . com and subscribed as : jm @ netnoteinc . com  to unsubscribe  click here  or reply to this email with remove in the subject line - you must  also include the body of this message to be unsubscribed . any correspondence about  the products / services should be directed to  the company in the ad .  % em % jm @ netnoteinc . com % / em %,458
0.0,ok.,3
0.0,k..i deleted my contact that why?,33
0.0,"erm û_ ill pick you up at about 6.45pm. that'll give enough time to get there, park and that.",94
1.0,"this free 7 - day trial will prove that you can get ready for the beach .  if you wish to unsubscribe click  here  or write to ultima group , inc . 1380 garnet avenue , e 520 san diego , ca 92109  nbtnsbpa",205
1.0,"looking for good it team ? we do software engineering !  looklng for a good lt team ?  there can be many reasons for hiring a professional  lt team . . .  - lf you ' ve qot an active on - line business and you  are dissatisfied with the guaiity of your currentsupport , its cost , or  both . . .  - lf your business is expanding and you ' re ionqing  for a professionai support team . . .  - lf you have specific software requirements and  you ' d iike to have your soiutions customized , toqetherwith warranties and  reiiabie support . . .  - if you have the perfect business idea and want to  make it a reality . . .  - if your project has stalled due to lack of  additional resources . . .  - if you need an independent team for benchmarking ,  optimization , quality assurance . . .  if you ' re looking for  a truly professional team , we are at your service ! just visit our  website  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",1115
0.0,lara said she can loan me  &lt;#&gt; .,38
0.0,congrats. that's great. i wanted to tell you not to tell me your score cos it might make me relax. but its motivating me so thanks for sharing,142
1.0,"gov ' t guaranteed home business  wealth without risk ! ! !  discover the best kept secret in america !  turning $ 300 into $ 20 , 000  in oklahoma , craig  talkington purchased a tax lien on a 5 acre parcel for  $ 300 . the owner failed to pay the taxes and forfeited  the 5 - acre parcel to craig talkington . a short time  later craig sold that property to one of the neighbors  for $ 20 , 000 . that ' s the kind of money that buys new  cars and sends young people to college . craig didn ' t  stop at one deal . he later bought a tax lien for only  $ 17 on a ten acre track , the property owner failed to  pay the taxes , and craig ended up the property , which  he sold for $ 4 , 000 . i don ' t know how much money you  are making right now but these are the kinds of  profits that change peoples lives and solve financial  problems and make things a lot better .  janice knetzger turned a $ 463 . 00 investment into $ 65 , 000 . 00 !  wayne robertson paid $ 1 . 00 for a home !  todd beemer turned a $ 21 , 500 investment into $ 150 , 000 . 00 !  for serious investors and entrepreneurs only  for a  free  consultantion to see if you qualify  fill out  the no obligation form below for more  information .  required input field *  name  *  address  *  city  *  state  *  phone  *  email address  *  * all  tax liens and deeds directly support local  fire departments , police departments , schools ,  roads , and hospitals . thank you for your interest and  support .  to be removed , please  click here .  4589 dfsll - 151 rzeh 9359 iyoc 9 - 006 fl 29",1560
1.0,are you happy about your size and sexual performance ?  experience more powerful orgasms  http : / / www . siratu . com / ss /  our thoughts are free .  less is more .  the best way out is always through .  patience is the companion of wisdom .  one swallow does not make a summer .,282
0.0,"did you say bold, then torch later. or one torch and 2bold?",59
0.0,"neither [in sterm voice] - i'm studying. all fine with me! not sure the  thing will be resolved, tho. anyway. have a fab hols",125
0.0,arun can u transfr me d amt,27
0.0,i meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,84
1.0,u r a winner u ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),152
0.0,i calls you later. afternoon onwords mtnl service get problem in south mumbai. i can hear you but you cann't listen me.,119
0.0,university of southern california.,34
1.0,"high growth investing for tomorrow  high growth investing  company ceo interviewsemerging technologies new trends to watchindustry statistics  view pdf  are americans and the rest of the world becoming  addicted to online gaming ? analysts predict over  $ 14 billion dollars a year will go to online casinos  gaming stocks may be set to explode !  read the full  10 page report  includes inside :  company profile : gaming transactions inc .  this publicly traded company looks like it has what it takes to become  a big player in the online gambling world . could it be the next payoff  for investors ? . . . more  the online gambling market  given the rate at which this market is expanding across the planet , the  outlook for the online gaming industry looks very positive . do the  numbers add up for investors ? . . . more  how big could it get ?  online gaming has become a seriously big business , with shares in some  companies increasing by up to eight times inside a year . . . . more  pick of the month : ggts  gaming transactions operates in one of the fastest growing industries  around and has an experienced management team . early investors , who get  in before the institutional investors , could make a fortune . . . . more  ggts : ceo interview  patrick smyth and stephen white head up company dedicated to bringing the next generation of online gaming . . . read full interview  the asian market  according to the diffusion group and game trust , china will become the # 1 online gaming market by 2007 . . . . more  investors are making huge gains as the world bets online .  could gaming transactions inc . ( gtts ) be the next stock to rock ?  recently ,  we read an article in the economist that highlighted online gaming and  how it has become a socially acceptable form of entertainment . over the  next few days , as we thought about what sort of impact this trend could  have , we started to notice that online gambling was being discussed all  over the media - in newspapers , online and on television . it became  obvious to us that more and more people were jumping on the internet to  bet on games . we also came across some staggering statistics .  merrill lynch , for example , has predicted that gambling has the  potential to account for a full 1 % of global economic activity ! another  source , ecommercetimes . com , recently reported that the scope of this  business is so enormous that some have even claimed that it is the  single most important factor in the growth of e - commerce . the online  gaming industry , in other words , appears to be booming , and it may be  an ideal time to is time to invest .  we decided to  find out who the key players were in the business . after speaking with  a number of industry insiders , the trail led us to an emerging ,  publicly traded company called gaming transactions inc . ( ggts ) . after a  close look at ggts , we decided that this company could produce huge returns on investment in the upcoming months .  although  ggts is a new company , it has some surprisingly experienced players at  the helm an uncommon thing to find in an industry only ten years old .  the company has come out with online versions of the addictive game keno .  and its management team was smart enough to secure the rights to the  keno . com website , which , if youre marketing keno , is as good as it  gets . keno has the widest spread for the house of any mainstream  gambling game . ggts is also about to launch a suite of other online  gambling games , including poker and sports - book betting . once it offers  these popular games , and given that it already has keno . com online , the  company could bring in great revenues , attracting a lot of attention in  the investment community and driving up its stock price .  after a successful north american launch ,  gaming transactions inc . ( gtts ) has translated its games into chinese  and is about to hit asia . this initiative looks like a wise business  decision : many analysis anticipate that china will be the biggest  source of online gambling revenue by 2007 , so the company could be poised for massive expansion in terms of both profits and global reach .  what  does all this tell us ? a brand new company , a popular , well - known game ,  one of the biggest spreads for the house , a growing market , experienced  management , and a stock price that is trading under a dollar it adds up to the potential for huge gains for early investors . if youre interested in more information on the market and gaming transactions inc . , click here to read a free ten - page report . . .  to join market movers mailings http : / / ggtsstock . com to find out more .  first source data inc .  4535 west sahara ave # 217  las vegas nevada 89102  disclosure and disclaimer  investment news indepth reports ( hereinafter inir ) , operated by first  source data , inc . ( hereinafter fsd ) , is a business news publication  of regular and general circulation . this issue is not a research  report , does not purport to provide an analysis of any companys  financial position , and is not in any way to be construed as an offer  or solicitation to buy or sell any security . gaming transactions inc .  ( hereinafter ggts ) is the featured company . fsd managed the  publishing and distribution of this publication . the information  contained herein is being republished in reliance on statements made by  ggts management , and publicly disseminated information issued by third  parties regarding ggts and the online gaming industry , which are  presumed to be reliable , but neither fsd nor its editors , employees , or  agents accept any responsibility for the accuracy of such statements or  information , or the contents herein which are derived therefrom .  readers should independently verify all statements made in this  advertisement .  fsd has received compensation for the production and distribution of  this newsletter . the compensation received is in the amount of one  hundred and twenty eight thousand dollars and was received from  accelerated capital limited ( hereinafter acl ) for this advertising  effort . acl is a shareholder of ggts . because fsd received compensation  for its services , there is an inherent conflict of interest in the  statements and opinions contained in this newsletter and such  statements and opinions cannot be considered independent .  internet - based companies , and those involving online gaming in  particular , are almost always very high risk investments , and investors  should be aware that they could potentially lose any investment made in  such companies in its entirety . we strongly encourage readers to  undertake their own due diligence to decide the best course of action  in connection with any investment decision that they might make . any  investment should be made only after consulting with a qualified  investment advisor .  media matrix 7025 county rd . 46 a dtel 071 # 349 lake mary , fl 32746 this e - mail message is an advertisement and / or solicitation .",7061
0.0,i thk 530 lor. but dunno can get tickets a not. wat u doing now?,64
0.0,you are right though. i can't give you the space you want and need. this is really starting to become an issue. i was going to suggest setting a definite move out--if i'm still there-- after greece. but maybe you are ready and should do it now.,244
0.0,no wonder... cos i dun rem seeing a silver car... but i thk i saw a black one...,80
0.0,hey what's up charles sorry about the late reply.,49
1.0,"shee thinks i ' m a god  hello , welcome to pharm dowser online sho sequestration p  - one of animate the leading oniine pharmaceutical shops  aerify v  crepuscular g  cassia al  l capitated l  l slither a  solder rac imperatival l  hesitation is caught va  duffer um  andmanyother .  - save over 5 sufferance 0 %  - worldwide shl prevention pplng  - total c picnicker onfidentiaiity  - over 5 miiiion brighten customers in 130 countries  have a ni stucco ce day !",464
